class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,label
Clean364,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean365,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean366,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean367,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean368,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean369,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean370,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean371,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean372,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean373,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean374,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean375,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean376,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean377,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean378,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean379,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean380,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean381,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean382,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean383,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean384,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean385,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean386,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean387,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean388,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean389,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean390,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean391,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean392,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean393,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean394,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean395,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean396,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean397,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean398,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean399,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean400,0,0.0,14,1.75,1.0,0,0,0,Clean
