library,on_test_path,our_method_length,our_method_length_plus1,radon_loc,radon_lloc,radon_sloc
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,4,5,5,4,4
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,5,6,6,2,2
scipy-0.16.0b2,False,5,6,6,5,6
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,2,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,10,11,11,7,7
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,12,13,13,13,13
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,6,7,7,7,7
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,3,4,4,4,4
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,18,19,19,19,19
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,3,4,4,3,3
scipy-0.16.0b2,False,3,4,4,3,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,3,4,4,4,4
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,3,4,4,4,4
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,9,10,10,10,10
scipy-0.16.0b2,False,3,4,4,5,4
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,3,4,4,3,3
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,7,8,8,8,8
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,3,4,4,4,4
scipy-0.16.0b2,False,6,7,7,7,7
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,5,6,6,6,6
scipy-0.16.0b2,False,5,6,6,4,6
scipy-0.16.0b2,False,3,4,4,2,2
scipy-0.16.0b2,False,15,16,16,12,12
scipy-0.16.0b2,False,3,4,4,5,4
scipy-0.16.0b2,False,12,13,13,7,6
scipy-0.16.0b2,False,3,4,4,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,13,14,14,12,13
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,5,6,6,6,6
scipy-0.16.0b2,False,10,11,11,11,11
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,5,6,6,6,6
scipy-0.16.0b2,False,3,4,4,4,4
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,5,6,6,6,6
scipy-0.16.0b2,False,11,12,12,12,12
scipy-0.16.0b2,False,3,4,4,4,4
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,7,8,8,8,8
scipy-0.16.0b2,False,5,6,6,3,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,4,5,5,3,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,4,5,5,7,5
scipy-0.16.0b2,False,5,6,6,5,6
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,3,4,4,3,4
scipy-0.16.0b2,False,5,6,6,3,5
scipy-0.16.0b2,False,5,6,6,4,6
scipy-0.16.0b2,False,5,6,6,6,6
scipy-0.16.0b2,False,10,11,11,7,7
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,3,4,4,5,4
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,3,4,4,5,4
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,13,14,14,8,10
scipy-0.16.0b2,False,7,8,8,5,6
scipy-0.16.0b2,False,10,11,11,3,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,75,76,76,39,45
scipy-0.16.0b2,False,28,29,29,21,21
scipy-0.16.0b2,False,12,13,13,11,12
scipy-0.16.0b2,False,15,16,16,3,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,5,6,6,5,5
scipy-0.16.0b2,False,10,11,11,6,5
scipy-0.16.0b2,False,4,5,5,4,4
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,63,64,64,28,27
scipy-0.16.0b2,False,112,113,113,78,76
scipy-0.16.0b2,False,37,38,38,13,12
scipy-0.16.0b2,False,44,45,45,28,26
scipy-0.16.0b2,False,25,26,26,3,2
scipy-0.16.0b2,False,24,25,25,7,6
scipy-0.16.0b2,False,24,25,25,7,6
scipy-0.16.0b2,False,22,23,23,5,4
scipy-0.16.0b2,False,31,32,32,10,9
scipy-0.16.0b2,False,69,70,70,45,55
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,22,23,23,18,19
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,2,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,37,38,38,19,17
scipy-0.16.0b2,False,40,41,41,20,18
scipy-0.16.0b2,False,38,39,39,19,18
scipy-0.16.0b2,False,39,40,40,20,19
scipy-0.16.0b2,False,38,39,39,19,18
scipy-0.16.0b2,False,42,43,43,20,19
scipy-0.16.0b2,False,43,44,44,23,21
scipy-0.16.0b2,False,43,44,44,23,21
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,22,23,23,18,16
scipy-0.16.0b2,False,26,27,27,22,20
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,50,51,51,40,40
scipy-0.16.0b2,False,116,117,117,29,28
scipy-0.16.0b2,False,62,63,63,28,27
scipy-0.16.0b2,False,30,31,31,14,12
scipy-0.16.0b2,False,3,4,4,3,2
scipy-0.16.0b2,False,23,24,24,20,20
scipy-0.16.0b2,False,68,69,69,24,25
scipy-0.16.0b2,False,105,106,106,61,86
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,26,27,27,4,3
scipy-0.16.0b2,False,34,35,35,17,16
scipy-0.16.0b2,False,35,36,36,18,17
scipy-0.16.0b2,False,37,38,38,19,18
scipy-0.16.0b2,False,38,39,39,20,19
scipy-0.16.0b2,False,36,37,37,19,18
scipy-0.16.0b2,False,40,41,41,20,19
scipy-0.16.0b2,False,38,39,39,20,18
scipy-0.16.0b2,False,43,44,44,20,18
scipy-0.16.0b2,False,16,17,17,18,17
scipy-0.16.0b2,False,116,117,117,51,52
scipy-0.16.0b2,False,22,23,23,14,15
scipy-0.16.0b2,False,3,4,4,4,4
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,10,11,11,3,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,4,5,5,5,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,9,10,10,3,4
scipy-0.16.0b2,False,25,26,26,5,4
scipy-0.16.0b2,False,24,25,25,7,6
scipy-0.16.0b2,False,24,25,25,7,6
scipy-0.16.0b2,False,26,27,27,6,5
scipy-0.16.0b2,False,20,21,21,5,4
scipy-0.16.0b2,False,35,36,36,5,4
scipy-0.16.0b2,False,4,5,5,4,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,12,13,13,5,4
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,16,17,17,4,3
scipy-0.16.0b2,False,20,21,21,6,5
scipy-0.16.0b2,False,20,21,21,6,5
scipy-0.16.0b2,False,17,18,18,5,4
scipy-0.16.0b2,False,19,20,20,6,5
scipy-0.16.0b2,False,23,24,24,8,8
scipy-0.16.0b2,False,20,21,21,5,4
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,7,8,8,3,2
scipy-0.16.0b2,False,27,28,28,20,24
scipy-0.16.0b2,False,35,36,36,27,28
scipy-0.16.0b2,False,12,13,13,9,11
scipy-0.16.0b2,False,43,44,44,14,12
scipy-0.16.0b2,False,28,29,29,7,6
scipy-0.16.0b2,False,21,22,22,3,2
scipy-0.16.0b2,False,14,15,15,3,2
scipy-0.16.0b2,False,15,16,16,5,4
scipy-0.16.0b2,False,18,19,19,7,6
scipy-0.16.0b2,False,18,19,19,5,4
scipy-0.16.0b2,False,18,19,19,7,6
scipy-0.16.0b2,False,15,16,16,5,4
scipy-0.16.0b2,False,42,43,43,13,13
scipy-0.16.0b2,False,44,45,45,8,7
scipy-0.16.0b2,False,30,31,31,7,6
scipy-0.16.0b2,False,25,26,26,3,10
scipy-0.16.0b2,False,20,21,21,5,4
scipy-0.16.0b2,False,24,25,25,5,4
scipy-0.16.0b2,False,4,5,5,4,5
scipy-0.16.0b2,False,5,6,6,4,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,4,5,5,4,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,7,8,8,3,2
scipy-0.16.0b2,False,44,45,45,16,16
scipy-0.16.0b2,False,25,26,26,7,6
scipy-0.16.0b2,False,22,23,23,3,2
scipy-0.16.0b2,False,18,19,19,7,6
scipy-0.16.0b2,False,19,20,20,5,4
scipy-0.16.0b2,False,14,15,15,3,2
scipy-0.16.0b2,False,16,17,17,5,4
scipy-0.16.0b2,False,21,22,22,10,9
scipy-0.16.0b2,False,18,19,19,5,4
scipy-0.16.0b2,False,47,48,48,18,19
scipy-0.16.0b2,False,34,35,35,10,9
scipy-0.16.0b2,False,2,3,3,2,2
scipy-0.16.0b2,False,32,33,33,9,10
scipy-0.16.0b2,False,4,5,5,4,5
scipy-0.16.0b2,False,1,2,2,2,2
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,2,3,3,3,3
scipy-0.16.0b2,False,6,7,7,4,5
scipy-0.16.0b2,False,2,3,3,2,2
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,6,7,7,6,6
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,11,12,12,10,9
scipy-0.16.0b2,True,13,14,14,12,11
scipy-0.16.0b2,True,10,11,11,9,9
scipy-0.16.0b2,True,7,8,8,7,7
scipy-0.16.0b2,True,10,11,11,9,9
scipy-0.16.0b2,True,10,11,11,9,9
scipy-0.16.0b2,True,8,9,9,9,9
scipy-0.16.0b2,True,10,11,11,9,9
scipy-0.16.0b2,True,10,11,11,9,9
scipy-0.16.0b2,True,13,14,14,13,11
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,6,7,7,6,6
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,12,13,13,11,10
scipy-0.16.0b2,True,11,12,12,12,12
scipy-0.16.0b2,True,4,5,5,6,5
scipy-0.16.0b2,True,5,6,6,7,6
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,14,15,15,12,12
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,13,14,14,11,11
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,6,7,7,4,5
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,8,9,9,6,6
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,3,4,4,4,4
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,4,5,5,4,5
scipy-0.16.0b2,True,4,5,5,4,5
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,4,5,5,4,4
scipy-0.16.0b2,True,10,11,11,10,11
scipy-0.16.0b2,True,8,9,9,8,8
scipy-0.16.0b2,True,7,8,8,5,5
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,18,19,19,14,15
scipy-0.16.0b2,True,10,11,11,9,9
scipy-0.16.0b2,True,13,14,14,5,11
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,58,59,59,48,48
scipy-0.16.0b2,True,11,12,12,9,9
scipy-0.16.0b2,True,9,10,10,8,8
scipy-0.16.0b2,True,12,13,13,9,9
scipy-0.16.0b2,True,12,13,13,10,10
scipy-0.16.0b2,True,12,13,13,11,11
scipy-0.16.0b2,True,8,9,9,7,9
scipy-0.16.0b2,True,8,9,9,7,9
scipy-0.16.0b2,True,7,8,8,4,7
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,8,9,9,7,9
scipy-0.16.0b2,True,8,9,9,7,9
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,3,4,4,4,4
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,7,8,8,6,6
scipy-0.16.0b2,True,9,10,10,10,10
scipy-0.16.0b2,True,11,12,12,10,10
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,16,17,17,10,14
scipy-0.16.0b2,True,6,7,7,6,6
scipy-0.16.0b2,True,4,5,5,4,4
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,12,13,13,11,11
scipy-0.16.0b2,True,10,11,11,9,9
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,25,26,26,22,22
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,5,6,6,3,5
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,19,20,20,5,18
scipy-0.16.0b2,True,19,20,20,5,18
scipy-0.16.0b2,True,4,5,5,4,4
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,14,15,15,10,10
scipy-0.16.0b2,True,6,7,7,5,5
scipy-0.16.0b2,True,4,5,5,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,7,8,8,7,7
scipy-0.16.0b2,True,9,10,10,10,9
scipy-0.16.0b2,True,3,4,4,2,3
scipy-0.16.0b2,True,4,5,5,4,5
scipy-0.16.0b2,True,8,9,9,6,8
scipy-0.16.0b2,True,20,21,21,18,17
scipy-0.16.0b2,True,29,30,30,28,27
scipy-0.16.0b2,True,6,7,7,5,6
scipy-0.16.0b2,True,13,14,14,11,11
scipy-0.16.0b2,True,36,37,37,28,28
scipy-0.16.0b2,True,53,54,54,34,36
scipy-0.16.0b2,True,18,19,19,11,12
scipy-0.16.0b2,True,49,50,50,38,38
scipy-0.16.0b2,True,50,51,51,39,39
scipy-0.16.0b2,True,13,14,14,6,6
scipy-0.16.0b2,True,19,20,20,10,10
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,12,13,13,7,8
scipy-0.16.0b2,True,15,16,16,11,12
scipy-0.16.0b2,True,14,15,15,15,12
scipy-0.16.0b2,True,17,18,18,15,14
scipy-0.16.0b2,True,31,32,32,21,20
scipy-0.16.0b2,True,9,10,10,8,8
scipy-0.16.0b2,True,8,9,9,6,6
scipy-0.16.0b2,True,7,8,8,8,5
scipy-0.16.0b2,True,6,7,7,5,5
scipy-0.16.0b2,True,5,6,6,5,6
scipy-0.16.0b2,True,6,7,7,3,3
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,19,20,20,12,13
scipy-0.16.0b2,True,3,4,4,4,4
scipy-0.16.0b2,True,16,17,17,8,9
scipy-0.16.0b2,True,9,10,10,7,8
scipy-0.16.0b2,True,14,15,15,10,10
scipy-0.16.0b2,True,12,13,13,10,10
scipy-0.16.0b2,True,5,6,6,4,5
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,3,4,4,2,2
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,3,4,4,4,4
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,7,8,8,6,6
scipy-0.16.0b2,True,7,8,8,6,6
scipy-0.16.0b2,True,11,12,12,9,9
scipy-0.16.0b2,True,12,13,13,8,10
scipy-0.16.0b2,True,11,12,12,7,7
scipy-0.16.0b2,True,7,8,8,6,6
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,8,9,9,6,7
scipy-0.16.0b2,True,7,8,8,6,7
scipy-0.16.0b2,True,7,8,8,7,7
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,4,5,5,5,5
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,3,4,4,3,4
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,6,7,7,6,6
scipy-0.16.0b2,True,12,13,13,9,13
scipy-0.16.0b2,True,3,4,4,3,3
scipy-0.16.0b2,True,7,8,8,10,8
scipy-0.16.0b2,True,11,12,12,13,12
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,18,19,19,12,14
scipy-0.16.0b2,True,16,17,17,11,12
scipy-0.16.0b2,True,32,33,33,21,29
scipy-0.16.0b2,True,31,32,32,21,29
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,2,3,3,2,3
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,15,16,16,10,10
scipy-0.16.0b2,True,6,7,7,7,7
scipy-0.16.0b2,True,12,13,13,8,11
scipy-0.16.0b2,True,3,4,4,4,4
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,6,7,7,7,7
scipy-0.16.0b2,True,4,5,5,5,5
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,4,5,5,5,5
scipy-0.16.0b2,True,4,5,5,5,5
scipy-0.16.0b2,True,6,7,7,5,5
scipy-0.16.0b2,True,14,15,15,12,11
scipy-0.16.0b2,True,8,9,9,9,9
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,4,5,5,5,5
scipy-0.16.0b2,True,6,7,7,7,7
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,5,6,6,3,3
scipy-0.16.0b2,True,1,2,2,2,2
scipy-0.16.0b2,True,4,5,5,5,5
scipy-0.16.0b2,True,5,6,6,5,5
scipy-0.16.0b2,True,4,5,5,3,4
scipy-0.16.0b2,True,6,7,7,5,5
scipy-0.16.0b2,True,9,10,10,8,7
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,4,5,5,3,4
scipy-0.16.0b2,True,8,9,9,7,7
scipy-0.16.0b2,True,26,27,27,8,24
scipy-0.16.0b2,True,21,22,22,15,15
scipy-0.16.0b2,True,26,27,27,26,22
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,14,15,15,10,14
scipy-0.16.0b2,True,13,14,14,11,11
scipy-0.16.0b2,True,19,20,20,17,16
scipy-0.16.0b2,True,23,24,24,20,20
scipy-0.16.0b2,True,2,3,3,2,2
scipy-0.16.0b2,True,5,6,6,3,6
scipy-0.16.0b2,True,4,5,5,3,5
scipy-0.16.0b2,True,8,9,9,8,8
scipy-0.16.0b2,True,4,5,5,4,4
scipy-0.16.0b2,True,2,3,3,3,3
scipy-0.16.0b2,True,5,6,6,6,6
scipy-0.16.0b2,True,9,10,10,8,8
scipy-0.16.0b2,True,11,12,12,9,9
scipy-0.16.0b2,True,6,7,7,3,4
